Time,Angle,Error,Deriv,Sum,Cmd,Headroom,DesiredAng,Kp,Kd,Ki
0.209669828414917,33.30547332763672,-13.305473327636719,1.4177818298339844,0.0,1.5,34901.0,0,0,0,0
0.40939855575561523,35.58787536621094,-15.587875366210938,-2.1853294372558594,0.0,1.5,34899.0,0,0,0,0
0.6294643878936768,33.423763275146484,-13.423763275146484,0.012752532958984375,0.0,1.5,34900.0,0,0,0,0
0.8395183086395264,33.46205520629883,-13.462055206298828,-0.051029205322265625,0.0,1.5,34901.0,0,0,0,0
1.0354790687561035,33.4152717590332,-13.415271759033203,0.025493621826171875,0.0,1.5,34900.0,0,0,0,0
1.2610936164855957,33.41102600097656,-13.411026000976562,0.004245758056640625,0.0,1.5,34900.0,0,0,0,0
1.4566307067871094,33.40254592895508,-13.402545928955078,0.02121734619140625,0.0,1.5,34900.0,0,0,0,0
1.6789252758026123,33.40254592895508,-13.402545928955078,-0.2639045715332031,0.0,1.5,34900.0,0,0,0,0
1.887181282043457,33.284481048583984,-13.284481048583984,2.0749130249023438,0.0,1.5,34900.0,0,0,0,0
2.087810754776001,33.825897216796875,-13.825897216796875,0.3759803771972656,0.0,1.5,34900.0,0,0,0,0
2.309220790863037,33.440765380859375,-13.440765380859375,0.012767791748046875,0.0,1.5,34900.0,0,0,0,0
2.5088140964508057,33.4322624206543,-13.432262420654297,-0.02547454833984375,0.0,1.5,34900.0,0,0,0,0
2.719299077987671,33.423763275146484,-13.423763275146484,-0.02121734619140625,0.0,1.5,34900.0,0,0,0,0
2.9356849193573,33.423763275146484,-13.423763275146484,-0.00849151611328125,0.0,1.5,34901.0,0,0,0,0
3.1357016563415527,33.423763275146484,-13.423763275146484,-0.01697540283203125,0.0,1.5,34901.0,0,0,0,0
3.360851287841797,33.41951370239258,-13.419513702392578,-0.0296783447265625,0.0,1.5,34901.0,0,0,0,0
3.5694541931152344,33.41102600097656,-13.411026000976562,-0.22259902954101562,0.0,1.5,34900.0,0,0,0,0
3.7750027179718018,33.39830780029297,-13.398307800292969,0.016963958740234375,0.0,1.5,34900.0,0,0,0,0
3.9861836433410645,34.52495574951172,-14.524955749511719,-1.0841903686523438,0.0,1.5,34900.0,0,0,0,0
4.187440395355225,34.761409759521484,-14.761409759521484,-1.3461380004882812,0.0,1.5,34898.0,0,0,0,0
4.410372972488403,33.4152717590332,-13.415271759033203,-0.012725830078125,0.0,1.5,34899.0,0,0,0,0
