Time,Angle,Error,Deriv,Sum,Cmd,Headroom,DesiredAng,Kp,Kd,Ki
0.1403045654296875,15.92781925201416,4.07218074798584,-0.0018377304077148438,0.0,4.5,34898.0,0,0,0,0
0.35564279556274414,15.92781925201416,4.07218074798584,-0.0009183883666992188,0.0,4.5,34899.0,0,0,0,0
0.5657958984375,15.926900863647461,4.073099136352539,-0.008266448974609375,0.0,4.5,34899.0,0,0,0,0
0.763007402420044,15.920010566711426,4.079989433288574,-0.038867950439453125,0.0,4.5,34898.0,0,0,0,0
0.9863710403442383,15.851611137390137,4.148388862609863,0.24524593353271484,0.0,4.5,34900.0,0,0,0,0
1.1950767040252686,15.928739547729492,4.071260452270508,-0.0009202957153320312,0.0,4.5,34900.0,0,0,0,0
1.3948380947113037,15.92781925201416,4.07218074798584,-0.0013780593872070312,0.0,4.5,34899.0,0,0,0,0
1.6158909797668457,15.926441192626953,4.073558807373047,-0.0004596710205078125,0.0,4.5,34899.0,0,0,0,0
1.8131568431854248,15.923223495483398,4.076776504516602,0.002758026123046875,0.0,4.5,34899.0,0,0,0,0
2.0366411209106445,15.92781925201416,4.07218074798584,-0.005054473876953125,0.0,4.5,34900.0,0,0,0,0
2.236741781234741,15.923683166503906,4.076316833496094,-0.04846000671386719,0.0,4.5,34899.0,0,0,0,0
2.444902181625366,15.887524604797363,4.112475395202637,0.22263431549072266,0.0,4.5,34900.0,0,0,0,0
2.6590709686279297,16.09970474243164,3.9002952575683594,-0.1728038787841797,0.0,4.5,34900.0,0,0,0,0
2.8690085411071777,15.924601554870605,4.0753984451293945,0.005976676940917969,0.0,4.5,34901.0,0,0,0,0
3.0863800048828125,16.113014221191406,3.8869857788085938,-0.052562713623046875,0.0,4.5,34899.0,0,0,0,0
3.2981457710266113,16.71257972717285,3.2874202728271484,-0.1254730224609375,0.0,4.5,34898.0,0,0,0,0
3.4938042163848877,17.546274185180664,2.453725814819336,-0.11559486389160156,0.0,4.5,34900.0,0,0,0,0
3.703662395477295,18.36313247680664,1.6368675231933594,-0.18248367309570312,0.0,4.5,34899.0,0,0,0,0
3.9244349002838135,19.24799156188965,0.7520084381103516,0.14851951599121094,0.0,4.5,34900.0,0,0,0,0
4.1232945919036865,20.363216400146484,-0.3632164001464844,-0.24151039123535156,0.0,4.5,34899.0,0,0,0,0
4.337029218673706,21.25731658935547,-1.2573165893554688,-0.1961078643798828,0.0,4.5,34900.0,0,0,0,0
4.5566630363464355,22.440811157226562,-2.4408111572265625,-0.2178821563720703,0.0,4.5,34899.0,0,0,0,0
4.752918720245361,23.871610641479492,-3.871610641479492,-0.2901630401611328,0.0,4.5,34899.0,0,0,0,0
4.970826148986816,25.7105712890625,-5.7105712890625,-0.31688499450683594,0.0,4.5,34899.0,0,0,0,0
5.176626443862915,27.66891860961914,-7.668918609619141,-0.38687896728515625,0.0,4.5,34900.0,0,0,0,0
5.386727809906006,30.143413543701172,-10.143413543701172,-0.5278835296630859,0.0,4.5,34900.0,0,0,0,0
5.606439590454102,32.75225830078125,-12.75225830078125,-0.2293548583984375,0.0,4.5,34900.0,0,0,0,0
5.803036451339722,34.20187759399414,-14.20187759399414,-0.11771011352539062,0.0,4.5,34899.0,0,0,0,0
6.021453857421875,37.08747482299805,-17.087474822998047,-2.515613555908203,0.0,4.5,34900.0,0,0,0,0
6.235911130905151,34.7280158996582,-14.728015899658203,0.004764556884765625,0.0,4.5,34899.0,0,0,0,0
6.445242643356323,34.761409759521484,-14.761409759521484,-0.0047760009765625,0.0,4.5,34900.0,0,0,0,0
6.655698299407959,34.79011154174805,-14.790111541748047,0.01438140869140625,0.0,4.5,34899.0,0,0,0,0
6.8650922775268555,34.79969787597656,-14.799697875976562,-0.014373779296875,0.0,4.5,34899.0,0,0,0,0
7.0756049156188965,34.809288024902344,-14.809288024902344,-0.019176483154296875,0.0,4.5,34900.0,0,0,0,0
7.276546239852905,34.809288024902344,-14.809288024902344,0.0,0.0,4.5,34900.0,0,0,0,0
7.495643377304077,34.689964294433594,-14.689964294433594,2.3685302734375,0.0,4.5,34901.0,0,0,0,0
7.705397605895996,35.57762908935547,-15.577629089355469,-0.23331451416015625,0.0,4.5,34899.0,0,0,0,0
7.915644645690918,36.90889358520508,-16.908893585205078,-2.0852012634277344,0.0,4.5,34899.0,0,0,0,0
