Time,Angle,Error,Deriv,Sum,Cmd,Headroom,DesiredAng,Kp,Kd,Ki
0.027020692825317383,16.92887306213379,0.07112693786621094,0.13168326020240784,0.0,0.43070313334465027,34866.0,-0.1,5.5,0.3,0
0.061911821365356445,16.92832374572754,0.07167625427246094,0.015716467052698135,0.0,0.39893433451652527,34868.0,-0.1,5.5,0.3,0
0.09481000900268555,16.929203033447266,0.07079696655273438,-0.025111649185419083,0.0,0.38184982538223267,34869.0,-0.1,5.5,0.3,0
0.1315453052520752,16.897754669189453,0.10224533081054688,0.8985463976860046,0.0,0.8319132328033447,34868.0,-0.1,5.5,0.3,0
0.1667788028717041,16.901477813720703,0.09852218627929688,-0.10639727115631104,0.0,0.5099528431892395,34869.0,-0.1,5.5,0.3,0
0.20211410522460938,16.892318725585938,0.1076812744140625,0.26170992851257324,0.0,0.6707599759101868,34868.0,-0.1,5.5,0.3,0
0.23748135566711426,16.88749122619629,0.11250877380371094,0.13795027136802673,0.0,0.660183310508728,34868.0,-0.1,5.5,0.3,0
0.27163147926330566,16.88211441040039,0.11788558959960938,0.15363416075706482,0.0,0.6944609880447388,34869.0,-0.1,5.5,0.3,0
0.3070375919342041,16.876190185546875,0.123809814453125,0.16923078894615173,0.0,0.7317231893539429,34867.0,-0.1,5.5,0.3,0
0.34169983863830566,16.878387451171875,0.121612548828125,-0.06280072778463364,0.0,0.6500288248062134,34868.0,-0.1,5.5,0.3,0
0.3766458034515381,16.88372039794922,0.11627960205078125,-0.15240268409252167,0.0,0.5938169956207275,34869.0,-0.1,5.5,0.3,0
0.4115104675292969,16.913000106811523,0.08699989318847656,-0.8365739583969116,0.0,0.2275272011756897,34867.0,-0.1,5.5,0.3,0
0.446622371673584,16.949726104736328,0.050273895263671875,-1.0492924451828003,0.0,0.03828132152557373,34867.0,-0.1,5.5,0.3,0
0.48181843757629395,16.989704132080078,0.010295867919921875,-1.1422511339187622,0.0,0.2860480844974518,34866.0,-0.1,5.5,0.3,0
0.645334005355835,17.02408218383789,-0.024082183837890625,-0.9822736978530884,0.0,0.42713412642478943,34868.0,-0.1,5.5,0.3,0
0.6568753719329834,17.064517974853516,-0.06451797485351562,-1.1552973985671997,0.0,0.7014380693435669,34867.0,-0.1,5.5,0.3,0
0.6709713935852051,17.067440032958984,-0.06744003295898438,-0.08355272561311722,0.0,0.39598599076271057,34868.0,-0.1,5.5,0.3,0
0.6945977210998535,17.068912506103516,-0.06891250610351562,-0.04205980524420738,0.0,0.3916367292404175,34867.0,-0.1,5.5,0.3,0
0.7067873477935791,17.0344181060791,-0.03441810607910156,0.9855325818061829,0.0,0.10636019706726074,34867.0,-0.1,5.5,0.3,0
0.7210855484008789,17.000368118286133,-0.0003681182861328125,0.9728676676750183,0.0,0.289835661649704,34869.0,-0.1,5.5,0.3,0
0.7353534698486328,16.969247817993164,0.030752182006835938,0.8891514539718628,0.0,0.43588244915008545,34868.0,-0.1,5.5,0.3,0
0.7615129947662354,16.941431045532227,0.05856895446777344,0.7947758436203003,0.0,0.560562014579773,34868.0,-0.1,5.5,0.3,0
0.7970168590545654,16.892337799072266,0.10766220092773438,1.4026533365249634,0.0,1.012938141822815,34867.0,-0.1,5.5,0.3,0
0.8320374488830566,16.884668350219727,0.11533164978027344,0.21913796663284302,0.0,0.7000654935836792,34868.0,-0.1,5.5,0.3,0
0.86623215675354,16.877979278564453,0.12202072143554688,0.19110547006130219,0.0,0.7284455895423889,34868.0,-0.1,5.5,0.3,0
0.9007337093353271,16.893041610717773,0.10695838928222656,-0.4303523302078247,0.0,0.45916545391082764,34869.0,-0.1,5.5,0.3,0
0.9374654293060303,16.927413940429688,0.0725860595703125,-0.9820557236671448,0.0,0.10460659861564636,34868.0,-0.1,5.5,0.3,0
0.9694998264312744,16.975711822509766,0.024288177490234375,-1.3799830675125122,0.0,0.28040996193885803,34868.0,-0.1,5.5,0.3,0
1.0073392391204834,17.002676010131836,-0.0026760101318359375,-0.7703944444656372,0.0,0.24583639204502106,34867.0,-0.1,5.5,0.3,0
